guard,coreLen,coreTh,exitTh,tp,sl,maxBars,trainN,trainExp,trainPF,trainWin,testN,testExp,testPF,testWin,testDD,robust
none,2,15,70,0,2,0,8262,-0.158,0.750,55.0,3505,-0.219,0.630,53.6,-80.1,0
none,2,15,70,0,2,24,8262,-0.158,0.750,55.0,3505,-0.219,0.630,53.6,-80.1,0
none,2,15,70,0,2,48,8262,-0.158,0.750,55.0,3505,-0.219,0.630,53.6,-80.1,0
none,2,15,70,0,3,0,7354,-0.140,0.776,57.2,3143,-0.242,0.605,54.1,-80.4,0
none,2,15,70,0,3,24,7354,-0.140,0.776,57.2,3143,-0.242,0.605,54.1,-80.4,0
none,2,15,70,0,3,48,7354,-0.140,0.776,57.2,3143,-0.242,0.605,54.1,-80.4,0
none,2,15,70,0,5,0,6726,-0.129,0.783,57.8,2902,-0.246,0.588,55.0,-78.7,0
none,2,15,70,0,5,24,6726,-0.129,0.783,57.8,2903,-0.247,0.587,55.1,-78.8,0
none,2,15,70,0,5,48,6726,-0.129,0.783,57.8,2902,-0.246,0.588,55.0,-78.7,0
none,2,15,70,2,2,0,8286,-0.157,0.750,55.3,3512,-0.217,0.632,53.8,-79.9,0
none,2,15,70,2,2,24,8286,-0.157,0.750,55.3,3512,-0.217,0.632,53.8,-79.9,0
none,2,15,70,2,2,48,8286,-0.157,0.750,55.3,3512,-0.217,0.632,53.8,-79.9,0
none,2,15,70,2,3,0,7380,-0.142,0.771,57.5,3151,-0.243,0.602,54.3,-80.5,0
none,2,15,70,2,3,24,7380,-0.142,0.771,57.5,3151,-0.243,0.602,54.3,-80.5,0
none,2,15,70,2,3,48,7380,-0.142,0.771,57.5,3151,-0.243,0.602,54.3,-80.5,0
none,2,15,70,2,5,0,6755,-0.125,0.786,58.1,2909,-0.242,0.592,55.2,-78.3,0
none,2,15,70,2,5,24,6755,-0.125,0.786,58.1,2910,-0.243,0.591,55.2,-78.4,0
none,2,15,70,2,5,48,6755,-0.125,0.786,58.1,2909,-0.242,0.592,55.2,-78.3,0
none,2,15,70,3,2,0,8269,-0.161,0.745,55.1,3505,-0.221,0.626,53.6,-80.4,0
none,2,15,70,3,2,24,8269,-0.161,0.745,55.1,3505,-0.221,0.626,53.6,-80.4,0
none,2,15,70,3,2,48,8269,-0.161,0.745,55.1,3505,-0.221,0.626,53.6,-80.4,0
none,2,15,70,3,3,0,7362,-0.144,0.770,57.3,3143,-0.244,0.601,54.2,-80.6,0
none,2,15,70,3,3,24,7362,-0.144,0.770,57.3,3143,-0.244,0.601,54.2,-80.6,0
none,2,15,70,3,3,48,7362,-0.144,0.770,57.3,3143,-0.244,0.601,54.2,-80.6,0
none,2,15,70,3,5,0,6733,-0.131,0.779,57.9,2902,-0.249,0.582,55.0,-79.0,0
none,2,15,70,3,5,24,6733,-0.131,0.779,57.9,2903,-0.250,0.581,55.1,-79.1,0
none,2,15,70,3,5,48,6733,-0.131,0.779,57.9,2902,-0.249,0.582,55.0,-79.0,0
none,3,5,60,0,2,0,957,-0.170,0.788,52.3,506,-0.201,0.725,53.7,-29.2,0
none,3,5,60,0,2,24,957,-0.170,0.788,52.3,506,-0.201,0.725,53.7,-29.2,0
none,3,5,60,0,2,48,957,-0.170,0.788,52.3,506,-0.201,0.725,53.7,-29.2,0
none,3,5,60,0,3,0,876,-0.158,0.816,56.7,469,-0.185,0.756,58.1,-28.3,0
none,3,5,60,0,3,24,876,-0.158,0.816,56.7,469,-0.185,0.756,58.1,-28.3,0
none,3,5,60,0,3,48,876,-0.158,0.816,56.7,469,-0.185,0.756,58.1,-28.3,0
none,3,5,60,0,5,0,819,-0.099,0.881,59.1,435,-0.283,0.677,58.7,-34.8,0
none,3,5,60,0,5,24,819,-0.099,0.881,59.1,435,-0.282,0.678,58.7,-34.6,0
none,3,5,60,0,5,48,819,-0.099,0.881,59.1,435,-0.283,0.677,58.7,-34.8,0
none,3,5,60,2,2,0,957,-0.172,0.781,53.6,506,-0.200,0.725,54.1,-29.2,0
none,3,5,60,2,2,24,957,-0.172,0.781,53.6,506,-0.200,0.725,54.1,-29.2,0
none,3,5,60,2,2,48,957,-0.172,0.781,53.6,506,-0.200,0.725,54.1,-29.2,0
none,3,5,60,2,3,0,876,-0.180,0.786,57.6,469,-0.173,0.768,58.5,-27.9,1
none,3,5,60,2,3,24,876,-0.180,0.786,57.6,469,-0.173,0.768,58.5,-27.9,1
none,3,5,60,2,3,48,876,-0.180,0.786,57.6,469,-0.173,0.768,58.5,-27.9,1
none,3,5,60,2,5,0,819,-0.136,0.833,59.7,435,-0.297,0.656,58.9,-34.6,0
none,3,5,60,2,5,24,819,-0.137,0.833,59.7,435,-0.296,0.657,58.9,-34.5,0
none,3,5,60,2,5,48,819,-0.136,0.833,59.7,435,-0.297,0.656,58.9,-34.6,0
none,3,5,60,3,2,0,957,-0.194,0.759,52.6,506,-0.186,0.744,53.9,-28.7,0
none,3,5,60,3,2,24,957,-0.194,0.759,52.6,506,-0.186,0.744,53.9,-28.7,0
none,3,5,60,3,2,48,957,-0.194,0.759,52.6,506,-0.186,0.744,53.9,-28.7,0
none,3,5,60,3,3,0,876,-0.181,0.789,57.0,469,-0.167,0.778,58.3,-27.7,0
none,3,5,60,3,3,24,876,-0.181,0.789,57.0,469,-0.167,0.778,58.3,-27.7,0
none,3,5,60,3,3,48,876,-0.181,0.789,57.0,469,-0.167,0.778,58.3,-27.7,0
none,3,5,60,3,5,0,819,-0.121,0.854,59.4,435,-0.295,0.662,58.7,-34.8,0
none,3,5,60,3,5,24,819,-0.121,0.853,59.4,435,-0.294,0.663,58.7,-34.6,0
none,3,5,60,3,5,48,819,-0.121,0.854,59.4,435,-0.295,0.662,58.7,-34.8,0
none,3,5,70,0,2,0,955,-0.229,0.761,50.3,504,-0.262,0.695,52.7,-34.7,0
none,3,5,70,0,2,24,955,-0.225,0.764,50.4,504,-0.266,0.692,52.5,-35.0,0
none,3,5,70,0,2,48,955,-0.229,0.761,50.3,504,-0.262,0.695,52.7,-34.7,0
none,3,5,70,0,3,0,870,-0.228,0.782,55.9,461,-0.287,0.695,57.5,-35.8,0
none,3,5,70,0,3,24,870,-0.221,0.787,56.0,461,-0.295,0.689,57.2,-36.2,0
